,subject,alpha,beta,lbound,bound_range,LL,Confidence Distance,hbound,agent_nr,noise
0,45628.0,1.0,11.609175077317374,4.337333027676375,0.8859292760164122,121.27390583187265,7.371645568853197e-14,4.924409098707032,0,0.0
1,45640.0,0.7060944694680179,18.53702785778435,4.6696288805568535,0.32775667034144923,102.43489587240214,6.970447356274774e-07,4.777910218642517,0,0.0
2,45664.0,1.0,9.946769550594443,1.2518465409058859,0.9819639527940548,128.08420091251597,7.739893131513213e-15,4.932398127276652,0,0.0
3,45682.0,0.9999999918537488,10.01485539342057,1.5940475672931718,0.9999999749988372,157.89273074461988,1.2438837431258435e-15,4.999999914847228,0,0.0
4,45745.0,1.0,9.672244069002362,4.091640843008255,0.9999991916639965,139.09151897843446,6.656104837874812e-14,4.999999265740589,0,0.0
5,45760.0,0.8713133061988741,20.041556836094838,2.5710926345056,0.8907493046989988,55.40682224290892,8.337679988570966e-15,4.734640181498014,0,0.0
6,45763.0,1.0,16.674605869414908,2.069764476582491,0.8682765065641793,73.91122793698545,5.254911333600807e-15,4.614019140265706,0,0.0
7,45805.0,1.0,7.341945868465212,4.288825525140787,0.9028935280135826,184.80495495144606,8.001951885051997e-13,4.9309403557796285,0,0.0
8,45829.0,1.0,13.006698808301227,2.4616942664868717,0.9935276764861644,110.89575025155725,1.004099806174025e-14,4.983571264115679,0,0.0
9,45964.0,0.8661178977642373,12.043129266200753,1.3102587286805738,0.9586620271648612,144.9137437747433,1.1616823388162134e-15,4.8474735755575065,0,0.0
10,46024.0,1.0,20.533365093775206,2.2389724032812297,0.9365330542779059,68.60382577432367,2.6878455896607623e-15,4.824766011381846,0,0.0
11,46057.0,0.6977590485735968,20.312674441725445,2.2380556094218944,0.9315173264902205,70.50521485381798,1.9526966592531276e-14,4.810854664047873,0,0.0
12,46072.0,0.9124747564898025,13.030787088833808,1.6687710294685825,1.0,114.44675254272133,1.1362293904327126e-14,5.0,0,0.0
