subject,mean_reward,accuracy,mean conf,reward,cor,cj,fwd_emp,model,x_idx
45805,0.5158924458798747,0.6115288220551378,4.82022338919216,0.5879242706790727,0.9298245614035088,4.817304211769423,-0.31829573934837097,hv_induction,208
45829,0.5342898958193233,0.6842105263157895,3.9773410946210337,0.568516616526391,0.8295739348370927,3.922198988518797,-0.14536340852130325,hv_induction,209
45964,0.532491056451604,0.6867167919799498,3.7565588895077555,0.5542619209572431,0.7894736842105263,3.842182543045113,-0.10275689223057649,hv_induction,210
46024,0.5250669773595238,0.6616541353383458,4.579243483350357,0.564645678060401,0.8295739348370927,4.573895456949875,-0.1679197994987469,hv_induction,211
46057,0.5553219905337343,0.7769423558897243,3.184211637007807,0.5540865461398997,0.7568922305764411,3.014457017957393,0.020050125313283207,hv_induction,212
46072,0.5299185540051629,0.5939849624060151,4.429638874769888,0.5655647496337844,0.8220551378446115,4.414000827112782,-0.22807017543859642,hv_induction,213
46102,0.5243517051794737,0.6340852130325815,4.5515263496385225,0.5556477647054135,0.7969924812030075,4.49340815124812,-0.162907268170426,hv_induction,214
46114,0.5336883954012782,0.681704260651629,4.061174745858005,0.5412429152579198,0.7393483709273183,4.041684017215538,-0.057644110275689275,hv_induction,215
46159,0.5420888085611278,0.6942355889724311,3.2196460596589485,0.5546409681401002,0.7844611528822055,3.1143619014135338,-0.09022556390977443,hv_induction,216
46180,0.5489688815621805,0.7418546365914787,4.375076859585287,0.547230933663609,0.7443609022556391,4.44553866016792,-0.0025062656641604564,hv_induction,217
46198,0.5185146910379198,0.6240601503759399,4.489137130460825,0.5628585629888722,0.7543859649122807,4.477559006914787,-0.13032581453634084,hv_induction,218
46255,0.5459747397625814,0.7619047619047619,3.5639958049880596,0.5399354385979699,0.7167919799498746,3.561538592185464,0.045112781954887216,hv_induction,219
46330,0.5253589431924561,0.6040100250626567,2.9595517850654076,0.5461026967648621,0.7418546365914787,2.95628810673183,-0.137844611528822,hv_induction,220
46357,0.5410142885711278,0.7293233082706767,4.697312416975069,0.540646927645639,0.7268170426065163,4.687642260431078,0.0025062656641604564,hv_induction,221
46384,0.5300677559052882,0.6666666666666666,3.445340485554641,0.5191037224260903,0.6140350877192983,3.445479228408521,0.05263157894736836,hv_induction,222
46450,0.5253347898095739,0.6516290726817042,3.006837538328479,0.5389892266770426,0.6842105263157895,3.0073923312481208,-0.03258145363408527,hv_induction,223
46471,0.5373240408793735,0.7167919799498746,3.5635285185685404,0.5385164207398245,0.7042606516290727,3.5047459644360903,0.012531328320801949,hv_induction,224
46486,0.5375823490691479,0.7393483709273183,3.3549497087197167,0.5503407381250125,0.7443609022556391,3.1421737168045114,-0.005012531328320802,hv_induction,225
46489,0.5266017731548872,0.681704260651629,4.45058455054011,0.5847271492565413,0.9298245614035088,4.448584424030075,-0.24812030075187974,hv_induction,226
46522,0.535256081954411,0.6766917293233082,3.091988239183261,0.5413887228579449,0.7142857142857143,3.008810012746867,-0.03759398496240607,hv_induction,227
46552,0.5263508851957394,0.6290726817042607,4.3112352426583485,0.5584230286996491,0.8045112781954887,4.12791531026817,-0.17543859649122806,hv_induction,228
46555,0.5513005154011278,0.7368421052631579,2.461795226271829,0.5528573140149373,0.7518796992481203,2.4170612344661655,-0.015037593984962405,hv_induction,229
46573,0.5381426158607018,0.7218045112781954,3.468643425983812,0.5518629372016541,0.7794486215538847,3.5678056722431077,-0.057644110275689275,hv_induction,230
46591,0.5412241912013784,0.6766917293233082,4.130818392061161,0.5575754061205513,0.7769423558897243,4.051039847070176,-0.10025062656641603,hv_induction,231
46633,0.5290235047848622,0.6240601503759399,4.399228796599461,0.5663674847659148,0.8345864661654135,4.302140253298246,-0.21052631578947367,hv_induction,232
46672,0.5494252286386466,0.7819548872180451,3.467601431355746,0.5634868188343609,0.8395989974937343,3.4462572022656643,-0.057644110275689275,hv_induction,233
46687,0.549491053887995,0.7794486215538847,3.533268434487896,0.5664127517213283,0.8195488721804511,3.478339616451128,-0.040100250626566414,hv_induction,234
46702,0.5128167062232832,0.631578947368421,4.162034953734814,0.518943826509549,0.5588972431077694,4.177292336789474,0.07268170426065157,hv_induction,235
46729,0.5428336458123809,0.7167919799498746,3.9959045135368747,0.5620270565159899,0.8070175438596491,3.8848664872005014,-0.09022556390977443,hv_induction,236
46750,0.5370205202501754,0.6716791979949874,2.248058522049742,0.5456542904658898,0.7468671679197995,2.247833413453634,-0.07518796992481203,hv_induction,237
46756,0.5312294766398246,0.6917293233082706,3.392720354227774,0.5770727213018546,0.8922305764411027,3.297162659739348,-0.20050125313283207,hv_induction,238
46792,0.5372505531881203,0.7042606516290727,4.5312551762215545,0.5625453039654136,0.7794486215538847,4.401967320095238,-0.07518796992481203,hv_induction,239
46822,0.5317517960633834,0.6441102756892231,4.160348720580801,0.5779971564926566,0.8696741854636592,4.127183922275689,-0.22556390977443608,hv_induction,240
46828,0.5331104353946867,0.6892230576441103,4.003731826949694,0.5600588996004762,0.7919799498746867,3.944463431325815,-0.10275689223057638,hv_induction,241
46912,0.5326672105939599,0.6892230576441103,3.58753130732345,0.5517521242231078,0.7869674185463659,3.587011997518797,-0.09774436090225558,hv_induction,242
46915,0.5309139410516541,0.6541353383458647,3.6629551906095763,0.5711069717581453,0.8446115288220551,3.630183413067669,-0.19047619047619047,hv_induction,243
46927,0.516664617526817,0.5889724310776943,4.7147633801765245,0.5479972611340852,0.7443609022556391,4.610012763223058,-0.15538847117794485,hv_induction,244
47008,0.5425677202675188,0.706766917293233,3.481502203793837,0.5616199821669423,0.7669172932330827,3.2810055839949874,-0.06015037593984962,hv_induction,245
47182,0.5167523900388722,0.5939849624060151,3.8300684084506207,0.545437775840802,0.7293233082706767,3.6661379621278196,-0.13533834586466165,hv_induction,246
47269,0.5272908145370426,0.6616541353383458,4.112748913305269,0.5449045616011279,0.7167919799498746,4.1338795220300755,-0.05513784461152882,hv_induction,247
47284,0.5292639142109524,0.6290726817042607,3.696022754377254,0.5620406567172681,0.8245614035087719,3.590415520671679,-0.19548872180451127,hv_induction,248
47317,0.5479416328748371,0.7243107769423559,3.369723127123303,0.5704445310906014,0.8421052631578947,3.3708036045313285,-0.11779448621553879,hv_induction,249
47431,0.5297850483134335,0.6691729323308271,4.100834503116524,0.5542692248707017,0.7468671679197995,4.016351309776942,-0.07769423558897237,hv_induction,250
47470,0.54838048349802,0.7167919799498746,4.337519884321767,0.5591959200332832,0.8045112781954887,4.399357080195489,-0.08771929824561409,hv_induction,251
47737,0.5561062988158145,0.7744360902255639,2.7665879783128013,0.5513924526085714,0.7393483709273183,2.7501513703909772,0.03508771929824561,hv_induction,252
47740,0.5366108823194485,0.7142857142857143,4.401122053759583,0.5573817280344612,0.7894736842105263,4.383498141280701,-0.07518796992481203,hv_induction,253
47743,0.5401594373433584,0.681704260651629,3.8828612882188973,0.5674953269924812,0.8220551378446115,3.8037377268170425,-0.14035087719298245,hv_induction,254
45628,0.53612390919325,0.7425,4.620399647028226,0.575048288052,0.92,4.6148288439975,-0.1775,lv_test,401
45640,0.5086419212858749,0.615,4.068107346588185,0.553558526699275,0.8325,4.07481489516,-0.21750000000000003,lv_test,402
45664,0.53464473704965,0.685,3.203080555103115,0.53303963516575,0.6875,3.203849668075,-0.0024999999999999467,lv_test,403
45682,0.5191966788835,0.6525,3.1440495525397214,0.5300827667055,0.6775,3.1277137564675,-0.025000000000000022,lv_test,404
45745,0.517708646355125,0.64,4.786110396914677,0.57586108914575,0.925,4.783984314875,-0.28500000000000003,lv_test,405
45760,0.526805131861775,0.6825,4.276602416024133,0.5472547623413999,0.79,4.1768968214575,-0.10750000000000004,lv_test,406
45763,0.5399439496330001,0.7575,4.756707524062812,0.565118078584,0.87,4.7670875434574995,-0.11250000000000004,lv_test,407
45805,0.519692575403625,0.6375,4.792281909193919,0.5769320812375,0.94,4.7823344650825,-0.3025,lv_test,408
45829,0.539246126164375,0.7275,3.544155991222551,0.54399267899465,0.7725,3.4233390751625,-0.04499999999999993,lv_test,409
45964,0.518080956526625,0.62,3.416386140641194,0.5523861279285,0.8,3.2482801701,-0.18000000000000005,lv_test,410
46024,0.5009404186274,0.5475,4.596020448068096,0.56074898066925,0.8275,4.4893434343575,-0.28,lv_test,411
46057,0.542748810836025,0.7675,3.198180499705481,0.5528117849229001,0.8025,3.049397306395,-0.03500000000000003,lv_test,412
46072,0.510408204795625,0.63,3.830051432756572,0.561658087535875,0.845,3.7213412754950004,-0.21499999999999997,lv_test,413
46102,0.5339266865029,0.7025,3.968212347589177,0.539983134061625,0.7275,3.9486308207399996,-0.025000000000000022,lv_test,414
46114,0.53967605630625,0.725,4.01269644463176,0.5456890224038751,0.76,4.0364086554475,-0.03500000000000003,lv_test,415
46159,0.49168968457815,0.5025,3.874634433729938,0.55847394675325,0.8425,3.6598083173325,-0.3400000000000001,lv_test,416
46180,0.52822114724365,0.6875,4.3365147330875145,0.5446639617889,0.7525,4.4265959081925,-0.06499999999999995,lv_test,417
46198,0.526759650929625,0.68,4.209300842600726,0.5439416522553749,0.7875,4.18105260936,-0.10749999999999993,lv_test,418
46255,0.5414975747465001,0.7625,3.7069207329104974,0.554169575146,0.8275,3.6631313906000003,-0.06500000000000006,lv_test,419
46330,0.519903593651875,0.6675,4.179225734677301,0.562358970288625,0.82,4.1803199168475,-0.15249999999999997,lv_test,420
46357,0.50656763575715,0.6225,4.431374922951107,0.522740743561275,0.67,4.4313749243525,-0.04749999999999999,lv_test,421
46384,0.519665519414525,0.6325,4.334706438686415,0.5344510730252751,0.735,4.3347064393575,-0.10250000000000004,lv_test,422
46450,0.5229099496495251,0.6675,4.283458312368736,0.540555572414375,0.7275,4.276217799295,-0.06000000000000005,lv_test,423
46471,0.52517780407225,0.66,3.722772152717862,0.548329850557,0.78,3.6157632273975002,-0.12,lv_test,424
46486,0.518908365579875,0.62,2.9178042007173053,0.557065376376,0.8275,2.7812571135725,-0.20750000000000002,lv_test,425
46489,0.536065411324125,0.7,4.675866316447428,0.56903842116125,0.865,4.68105387207,-0.16500000000000004,lv_test,426
46522,0.54471790271915,0.74,3.12696679136716,0.53900908144725,0.75,2.8936476993299998,-0.010000000000000009,lv_test,427
46552,0.54257815642075,0.7475,4.662232693902334,0.56728913441625,0.885,4.6560928167025,-0.13749999999999996,lv_test,428
46555,0.518999141251775,0.68,2.4091666609450773,0.5631347796392501,0.87,2.373894559485,-0.18999999999999995,lv_test,429
46573,0.529922684500025,0.6875,3.7726626518413293,0.558684605671625,0.825,3.719887834345,-0.13749999999999996,lv_test,430
