,sub,trials,residuals
110,1,170,0.013312809451560548
111,1,175,0.010810568941597376
112,1,180,0.01895380838993921
113,1,185,0.016887071258125497
114,1,190,0.021267198959127764
115,1,195,0.009785641688689006
116,1,200,0.03129471010027196
117,1,205,0.048705052451325836
118,1,210,0.009422409684197941
119,1,215,0.002140975586439997
120,1,220,0.003915468245671905
121,1,225,-0.0035573029264793776
122,1,230,0.005315917866609343
123,1,235,-0.008357531048930555
124,1,240,-0.003455262830004968
125,1,245,0.01416657829990331
126,1,250,0.010545095094310342
127,1,255,0.022879184528712293
128,1,260,0.018894959356522523
129,1,265,0.01207831830124717
130,1,270,0.016724091336236202
131,1,275,-0.00027208253963240114
132,1,280,-0.0007088990969289499
133,1,285,-0.0038383027594984798
134,1,290,-0.008065877655983766
135,1,295,-0.009661159269418684
136,1,300,-0.00875860704287934
137,1,305,-0.003394726020550798
138,1,310,0.004460200089123845
139,1,315,-0.0023445247190784224
140,1,320,-0.010604896294434285
141,1,325,0.0015742091047431517
142,1,330,-0.009163160409512594
143,1,335,-0.0029728666206511045
144,1,340,-0.006862240463007874
145,1,345,0.0013941172384063227
146,1,350,-0.008148065086084455
147,1,355,-0.0005088126987882191
148,1,360,-0.006983600096103881
149,1,365,-0.0035992893467658993
150,1,370,-0.005631865050538698
151,1,375,-0.00555661855692513
152,1,380,-0.011421480930394856
153,1,385,-0.008693333464296682
154,1,390,-0.010517766520864225
155,1,395,0.0
156,2,10,0.09714777888513204
157,2,15,0.11400361749097065
158,2,20,0.23381618963674733
159,2,25,0.5340786613691848
160,2,30,0.06662124352249676
161,2,35,0.053717509976121125
162,2,40,0.038099436307813206
163,2,45,0.0586752724250682
164,2,50,0.38445786663523984
165,2,55,0.3042354110135391
166,2,60,0.49569473536230113
167,2,65,0.3445322844445804
168,2,70,0.3531850265993137
169,2,75,0.0006470960650565294
170,2,80,-0.008902705717183768
171,2,85,0.0074817070161234955
172,2,90,0.004574994929863019
173,2,95,-0.0027245670529243426
174,2,100,-0.012991770556642357
175,2,105,-0.004892689102433234
176,2,110,-0.02786367661092315
177,2,115,-0.00762895296194388
178,2,120,-0.021111067127248084
179,2,125,-0.00805639014553805
180,2,130,0.0015832855731171547
181,2,135,-0.022061314925887365
182,2,140,-0.01823232098187777
183,2,145,-0.01244111461182984
184,2,150,-0.011259331952377272
185,2,155,-0.011108710306516056
186,2,160,-0.0055587565156363095
187,2,165,0.0026888986156810013
188,2,170,-0.015577294637889039
189,2,175,-0.01532692182768658
190,2,180,-0.021069235503222483
191,2,185,-0.030963236390334825
192,2,190,-0.02460647507096314
193,2,195,-0.03251066300184702
194,2,200,-0.022473681718714555
195,2,205,-0.01336885387160891
196,2,210,-0.023853746446745427
197,2,215,-0.03247697985936482
198,2,220,-0.03189563029826792
199,2,225,-0.03627268168071862
200,2,230,-0.028286470654613205
201,2,235,-0.03504878903936137
202,2,240,-0.031956439269758996
203,2,245,-0.02384423336212138
204,2,250,-0.027550874987070095
205,2,255,-0.017688748942792265
206,2,260,-0.022832201495479154
207,2,265,-0.0200987546884267
208,2,270,-0.004360540993370909
209,2,275,-0.010538544470357292
210,2,280,-0.009575417562995736
211,2,285,-0.007086815116373102
212,2,290,-0.028409932296078577
213,2,295,-0.024201360579710673
214,2,300,-0.019538385792877255
215,2,305,-0.017107214842226437
216,2,310,-0.010985089924604452
217,2,315,-0.018792216528214167
218,2,320,-0.00997926298922669
219,2,325,-0.00682486849685604
220,2,330,-0.017259011311848038
221,2,335,-0.01243719260752485
222,2,340,-0.013642754411108404
223,2,345,-0.0018007313299720495
224,2,350,-0.008630123051932559
225,2,355,-0.0055957914373298
226,2,360,-0.013031362362503685
227,2,365,-0.003907489322553914
228,2,370,-0.009734461733642563
229,2,375,-0.011890429352849452
230,2,380,-0.013129359457425438
231,2,385,-0.013613719562554971
232,2,390,-0.007937190809990224
233,2,395,0.0
234,3,10,0.3822922726302591
235,3,15,0.31902701011499657
236,3,20,0.2507759398488334
237,3,25,0.3758972682967874
238,3,30,0.35810649973591846
239,3,35,0.35645934839703997
240,3,40,0.24102358179760053
241,3,45,0.16157631782294168
242,3,50,0.15889975728945238
243,3,55,0.2190164356556561
244,3,60,0.15612646748292303
245,3,65,0.13080636122904188
246,3,70,0.16333801447728158
247,3,75,0.14872315107288459
248,3,80,0.14859366262757934
249,3,85,0.12176366749379774
250,3,90,0.13131749109233537
251,3,95,0.13806936136630843
252,3,100,0.15960599715082613
253,3,105,0.17693908289513627
254,3,110,0.12563016818201234
255,3,115,0.13028264555968583
256,3,120,0.16604967427397455
257,3,125,0.1416459287651778
258,3,130,0.13635060424985523
259,3,135,0.15789935449388048
260,3,140,0.16636391175421728
261,3,145,0.13613163624217284
262,3,150,0.16449661484983258
263,3,155,0.1497411098525696
264,3,160,0.1987264473050261
265,3,165,0.09893090446794472
266,3,170,0.03269305167112069
267,3,175,0.19547350814614695
268,3,180,0.18537024984770611
269,3,185,0.0319025681307088
270,3,190,0.003278252331284426
271,3,195,-0.024485331600979876
272,3,200,0.16755019255794146
273,3,205,0.18076162372566995
274,3,210,-0.04178147757119177
275,3,215,-0.02669598953072083
276,3,220,-0.07145536667309194
277,3,225,-0.03832895386845436
278,3,230,-0.03485615284109023
279,3,235,-0.03611525167852436
280,3,240,0.18527723162894016
281,3,245,0.1880408598490544
282,3,250,0.18291022860665596
283,3,255,-0.05160450729745114
284,3,260,0.18274777841835643
285,3,265,0.17220385075010092
286,3,270,0.19165747385490972
287,3,275,0.17735324328551805
288,3,280,0.18904511120982903
289,3,285,-0.06037679054439404
290,3,290,-0.052720633519248716
291,3,295,-0.04773611507742914
292,3,300,-0.04706712722966444
293,3,305,-0.07466048758344179
294,3,310,-0.05828509317641006
295,3,315,-0.04228096951330951
296,3,320,-0.026266103426969556
297,3,325,0.1904435275364842
298,3,330,0.18134719111632935
299,3,335,-0.05678000924520654
300,3,340,-0.08333261293686689
301,3,345,-0.050135071543002785
302,3,350,-0.05518428887227622
303,3,355,-0.07453830502744885
304,3,360,-0.04922000244836722
305,3,365,-0.07177257747808363
306,3,370,-0.06054831540291572
307,3,375,-0.08009849449729911
308,3,380,-0.04418463016380725
309,3,385,-0.06437145193699201
310,3,390,-0.0168396023944124
311,3,395,0.0
312,4,10,-0.05295789343933477
313,4,15,-0.03141230014374141
314,4,20,-0.0376197621004295
315,4,25,-0.025289304802160073
316,4,30,-0.02599274353288039
317,4,35,0.09598110721055308
318,4,40,0.031539947575398464
319,4,45,0.17441521749764044
320,4,50,0.08782512606144299
321,4,55,0.11112617575744455
322,4,60,0.08373152439414289
323,4,65,0.07304228465072693
324,4,70,0.08572391082904895
325,4,75,0.08711767623323985
326,4,80,0.07161982651838594
327,4,85,0.07994612699990833
328,4,90,0.058560922816486394
329,4,95,0.056587534354486935
330,4,100,0.04938800931307463
331,4,105,0.03785770634788699
332,4,110,0.024996283254429597
333,4,115,0.03368730235583872
334,4,120,0.03596873355697572
335,4,125,0.022152623165952456
336,4,130,0.04388802255207158
337,4,135,0.01997760929784176
338,4,140,0.019455856453428066
339,4,145,0.008153287049622593
340,4,150,0.01971156454818168
341,4,155,0.014955696156668918
342,4,160,0.029321283844680912
343,4,165,0.02273384968801262
344,4,170,0.01991773852484313
345,4,175,0.012785521913242337
346,4,180,0.027551757994195847
347,4,185,0.02488143411808641
348,4,190,0.025756461518514517
349,4,195,0.018216172785313955
350,4,200,0.02119137791087733
351,4,205,0.04182619340847438
352,4,210,0.028560408598508835
353,4,215,0.013009014776179884
354,4,220,0.02672256489635949
355,4,225,0.00039722193196023436
356,4,230,0.013029609162406475
357,4,235,0.0009274886101130475
358,4,240,0.006660393504596129
359,4,245,-0.002755580224784504
360,4,250,-0.002827576797472253
361,4,255,0.006125744850993264
362,4,260,-0.0020011245379703
363,4,265,0.0027130032771648382
364,4,270,0.02037207024692711
365,4,275,0.013904446043333962
366,4,280,0.009090671257408145
367,4,285,-0.0034532850166109075
368,4,290,0.0072853075494517805
369,4,295,0.0065806321354316966
370,4,300,0.0200438916112452
371,4,305,0.006311063418327323
372,4,310,0.00664654682812138
373,4,315,-0.010573249010800922
374,4,320,-0.011273816015552884
375,4,325,-0.00017458904174905143
376,4,330,-0.012215267156659326
377,4,335,-0.0187932724746378
378,4,340,-0.02052184633229237
379,4,345,-0.017482885698031803
380,4,350,-0.020416242522935835
381,4,355,-0.016051334980549004
382,4,360,-0.01246125080426852
383,4,365,-0.023092242704869315
384,4,370,-0.017506445967364836
385,4,375,-0.01091332835705261
386,4,380,-0.02133229172782425
387,4,385,-0.01893508211344097
388,4,390,-0.009643689265557254
389,4,395,0.0
390,5,10,-0.019902637081536723
391,5,15,0.03576891359001366
392,5,20,0.03835944582179973
393,5,25,0.022597489270924642
394,5,30,0.03544341699998621
395,5,35,0.028812960026315393
396,5,40,0.023587700692719205
397,5,45,0.021292897826172608
398,5,50,0.034400690006591406
399,5,55,0.031390134451724894
400,5,60,0.011499464167086249
401,5,65,0.01301235112070298
402,5,70,-0.029685324816825398
403,5,75,-0.028347879641905438
404,5,80,-0.010644102586993998
405,5,85,-0.03832902773484992
406,5,90,-0.06390258971177698
407,5,95,-0.04617481722190975
408,5,100,-0.10422818764534159
409,5,105,-0.10412797066606938
410,5,110,-0.09110131417749001
411,5,115,-0.10822872390379468
412,5,120,-0.05854377890935236
413,5,125,-0.05476180102126815
414,5,130,-0.04675754064127102
415,5,135,-0.00720015969836052
416,5,140,0.02084477262160256
417,5,145,0.011699219720358478
418,5,150,0.012551412425708675
419,5,155,-0.007788270317701018
420,5,160,0.0006726498312186191
421,5,165,-0.007141907553469107
422,5,170,0.0047753144414643955
423,5,175,0.0016717809883460832
424,5,180,-0.025392555072554
425,5,185,0.002787576670492453
426,5,190,-0.013435995325027816
427,5,195,0.007813614623208842
428,5,200,0.015845288817640357
429,5,205,-0.012709622073761695
430,5,210,-0.02881843300748832
431,5,215,-0.025657890564793173
432,5,220,-0.00027928158491119515
433,5,225,-0.01839461862963898
434,5,230,-0.009894234103363098
435,5,235,0.008511982173057486
436,5,240,-0.02537322300062894
437,5,245,0.0060606011065758025
438,5,250,-0.0013155739898905727
439,5,255,-0.0014361367899700106
440,5,260,0.009115092469339503
441,5,265,-0.021585227578489685
442,5,270,-0.00818180280777836
443,5,275,-0.006499211456923892
444,5,280,-0.0031524792030596105
445,5,285,0.0008698855192902366
446,5,290,0.008161216527907023
447,5,295,-0.0036850628424991427
448,5,300,0.012984549923482414
449,5,305,0.010561003387869139
450,5,310,0.012393936778118508
451,5,315,0.006573037342076038
452,5,320,0.020675086090651495
453,5,325,0.019121530756940563
454,5,330,0.0008084324412481747
455,5,335,0.01754374387159152
456,5,340,0.014779695774666202
457,5,345,0.017384694605963702
458,5,350,-0.00595824444600479
459,5,355,0.02141020862791332
460,5,360,0.004948512927668736
461,5,365,0.028102212562869378
462,5,370,-0.0013246627505110187
463,5,375,0.018598025038534027
464,5,380,0.0019117825433329072
465,5,385,0.00405036439843065
466,5,390,0.012046914011252241
467,5,395,0.0
468,6,10,-0.04968273721548677
469,6,15,0.14857433904158923
470,6,20,-0.010759802865695223
471,6,25,-0.07228133690777339
472,6,30,-0.07173936921412982
473,6,35,-0.09639399322946696
474,6,40,-0.11189518806188103
475,6,45,-0.168964421795889
476,6,50,-0.12392666289174747
477,6,55,-0.10911021255694686
478,6,60,-0.10271283916518836
479,6,65,-0.09492147662183137
480,6,70,-0.07208907024837263
481,6,75,-0.0941164068556285
482,6,80,-0.07555377551554177
483,6,85,-0.06815624978814083
484,6,90,-0.067856797205738
485,6,95,-0.06163627281024142
486,6,100,-0.05622958181139892
487,6,105,-0.07350710215696066
488,6,110,-0.08722074172979655
489,6,115,-0.05291129204764167
490,6,120,-0.05628015182170398
491,6,125,-0.07207622329142849
492,6,130,-0.059439826223434244
493,6,135,-0.07456370985302707
494,6,140,-0.06643803243693536
495,6,145,-0.06397843848302043
496,6,150,-0.04115956003905408
497,6,155,-0.06466247428240302
498,6,160,-0.05953165605162858
499,6,165,-0.06490062436242794
500,6,170,-0.07829038168039892
501,6,175,-0.06907767128629883
502,6,180,-0.049009700795820454
503,6,185,-0.06823547182022427
504,6,190,-0.054207490638881306
505,6,195,-0.060795348671603855
506,6,200,-0.06807327058457868
507,6,205,-0.06436499990958844
508,6,210,-0.06971368818837187
509,6,215,-0.054275358931208606
510,6,220,-0.05755120450719464
511,6,225,-0.05350691718338574
512,6,230,-0.0504302017245275
513,6,235,-0.05561388177322313
514,6,240,-0.06545417233106599
515,6,245,-0.0718664706948573
516,6,250,-0.06722245516297576
517,6,255,-0.08588860866081138
518,6,260,-0.08387157219989216
519,6,265,-0.08437709657816028
520,6,270,-0.0705705929795708
521,6,275,-0.07922765769011986
522,6,280,-0.08049493533106666
523,6,285,-0.06418553408939587
524,6,290,-0.07466121570100526
525,6,295,-0.06482905814365048
526,6,300,-0.06962884195704522
527,6,305,-0.0751233893905674
528,6,310,-0.06575336029566126
529,6,315,-0.06974827868510103
530,6,320,-0.0664390461252069
531,6,325,-0.06720746640199493
532,6,330,-0.06482519362296824
533,6,335,-0.05896989310429446
534,6,340,-0.048436302195830616
535,6,345,-0.04802853364641346
536,6,350,-0.05582014258328993
537,6,355,-0.03593933590046594
538,6,360,-0.037643531267543495
539,6,365,-0.038358980890112915
540,6,370,-0.03108388238833748
541,6,375,-0.023708751991122545
542,6,380,-0.010095344410600449
543,6,385,-0.010390949131158234
544,6,390,-0.012059038803362343
545,6,395,0.0
546,7,10,0.00651753619255202
547,7,15,0.034183897608913605
548,7,20,0.040737694431286275
549,7,25,0.05089748982090747
550,7,30,0.06846072596130415
551,7,35,0.0640255448038356
552,7,40,0.04657302087165094
553,7,45,0.1038730990840302
554,7,50,0.11670384331030159
555,7,55,0.11109652770452483
556,7,60,0.08565725749320463
557,7,65,0.0762028830423307
558,7,70,0.06245158329388367
559,7,75,0.05931671903496383
560,7,80,0.060817231260999915
561,7,85,0.06745793269160227
562,7,90,0.029164666731654854
563,7,95,0.06902570518100193
564,7,100,0.0367215668994737
565,7,105,0.054775576237301005
566,7,110,0.038263350078378555
567,7,115,0.049899150695542294
568,7,120,0.0673431954836805
569,7,125,0.028202429556247854
570,7,130,0.0649150632541371
571,7,135,0.05036579403666763
572,7,140,0.04801105779377335
573,7,145,0.043600922637346495
574,7,150,0.04765872357936707
575,7,155,0.06406879041503477
576,7,160,0.07317801243597266
577,7,165,0.07128887205095147
578,7,170,0.06959801726629378
579,7,175,0.0616975409658137
580,7,180,0.07515709733878206
581,7,185,0.07620521498664568
582,7,190,0.08292780771751818
583,7,195,0.07745500049864273
584,7,200,0.05899736899107921
585,7,205,0.08862151732754153
586,7,210,0.08429736873402205
587,7,215,0.06188932607891173
588,7,220,0.06771322589340811
589,7,225,0.06737919386648539
590,7,230,0.06995901286152995
591,7,235,0.06315136504852514
592,7,240,0.05234203259196024
593,7,245,0.045713630701256336
594,7,250,0.0339711788519087
595,7,255,0.0417351794722457
596,7,260,0.027846888972780315
597,7,265,0.03149872345966642
598,7,270,0.04102460987979151
599,7,275,0.045800039324840225
600,7,280,0.03955343440040748
601,7,285,0.031493682113625576
602,7,290,0.029784075773291563
603,7,295,0.01978735558081013
604,7,300,0.015417847322317657
605,7,305,0.0006062261410900716
606,7,310,0.014449166414833514
607,7,315,0.009744981966542166
608,7,320,0.019145248621708966
609,7,325,0.024944715372428705
610,7,330,0.022986785704072754
611,7,335,0.024661579524261068
612,7,340,0.0492026684480068
613,7,345,0.05462638185035218
614,7,350,0.03084132842888221
615,7,355,0.024284903822176518
616,7,360,0.020334580073800623
617,7,365,0.012888974267934894
618,7,370,0.010206465173245083
619,7,375,0.006037218808246703
620,7,380,0.0029962473000069156
621,7,385,-0.01195740610319429
622,7,390,-0.004686847259000704
623,7,395,0.0
624,8,10,-0.2745519555399216
625,8,15,-0.25605178903975523
626,8,20,0.07887359062014454
627,8,25,0.11040083622791919
628,8,30,0.09965208749244625
629,8,35,0.09584885970032642
630,8,40,0.07720910221793198
631,8,45,0.08245620002344434
632,8,50,0.09540929757809424
633,8,55,0.09061407415957667
634,8,60,-0.23109882952817107
635,8,65,0.11807977527627722
636,8,70,0.09700028081143541
637,8,75,0.09420283842841726
638,8,80,-0.05932228264431427
639,8,85,-0.09928643753164434
640,8,90,-0.09946823266996807
641,8,95,-0.10858979422768422
642,8,100,-0.10210668180030025
643,8,105,-0.07841935674073108
644,8,110,-0.09845454528245123
645,8,115,-0.09380497943969068
646,8,120,-0.07217328373005083
647,8,125,-0.06278592133836469
648,8,130,-0.002901321925347755
649,8,135,-0.04021886014000553
650,8,140,-0.049109022922186885
651,8,145,-0.06436072470517629
652,8,150,-0.04743409953553246
653,8,155,-0.025793588900740017
654,8,160,-0.02962189070338861
655,8,165,-0.027977595097900654
656,8,170,-0.0010762778923063543
657,8,175,0.0032682136517419025
658,8,180,0.01602838269305784
659,8,185,0.030457881001008547
660,8,190,0.03700388743101479
661,8,195,0.00033756218120428727
662,8,200,0.010910873775794139
663,8,205,0.01124021254240426
664,8,210,0.01994057495327728
665,8,215,-0.0002473499458870432
666,8,220,0.014015160504298851
667,8,225,-0.012319562040877474
668,8,230,-0.009679941389705626
669,8,235,-0.026194018767154104
670,8,240,-0.02087991727281724
671,8,245,-0.009147615248814467
672,8,250,-0.009143082611946407
673,8,255,-0.016967570970956136
674,8,260,-0.018877048795731044
675,8,265,0.0070271805056769665
676,8,270,0.019503615986411038
677,8,275,-0.0026807850542398537
678,8,280,0.001795868874215012
679,8,285,0.006136047278554546
680,8,290,0.01767164890973172
681,8,295,0.004617439338967522
682,8,300,0.004671101065288008
683,8,305,0.004416862800429966
684,8,310,0.014301914048429953
685,8,315,-0.003600048377033427
686,8,320,0.008277585723440506
687,8,325,0.002840292677151357
688,8,330,0.005402230437601574
689,8,335,0.005790440219035409
690,8,340,0.0012584024066155663
691,8,345,-0.004778667213925947
692,8,350,0.006357533840173346
693,8,355,0.016607813418344053
694,8,360,0.0032863402868259506
695,8,365,0.007179895986253904
696,8,370,0.0018683650189659229
697,8,375,0.020328010705296773
698,8,380,-0.012891377059911502
699,8,385,-0.007458594061775514
700,8,390,-0.0014445131337896822
701,8,395,0.0
702,9,10,-0.004970727134300912
703,9,15,0.033885971722397934
704,9,20,0.01925975385701595
705,9,25,-0.0038909784086543775
706,9,30,0.01233685756100733
707,9,35,0.07638051702383974
708,9,40,0.18075521622624724
709,9,45,0.10961413290741728
710,9,50,0.08003205292745907
711,9,55,0.09645017572628423
712,9,60,0.08544301682481359
713,9,65,0.06940150276583135
714,9,70,0.09661323007731382
715,9,75,0.09131781066636535
716,9,80,0.07476096648472896
717,9,85,0.06443496183071795
718,9,90,0.028227443537164443
719,9,95,0.04438880677821111
720,9,100,0.049003650256371656
721,9,105,0.05218645398340238
722,9,110,-0.0029479955853480844
723,9,115,0.04129012982313529
724,9,120,0.0893347062956179
725,9,125,0.04422639817364582
726,9,130,0.06313792588131462
727,9,135,0.05618852767899429
728,9,140,0.051173744439181434
729,9,145,0.02648536650013933
730,9,150,0.045195414672957734
731,9,155,0.036202222315521504
732,9,160,0.05516207309871246
733,9,165,0.05002309372469782
734,9,170,0.03558919128230109
735,9,175,0.04800716486418699
736,9,180,0.054315611933487884
737,9,185,0.05126416393636546
738,9,190,0.04415858029062647
739,9,195,0.03299423481531216
740,9,200,0.035731831085046184
741,9,205,0.04081960206569624
742,9,210,0.030355616308764044
743,9,215,0.02926519485700363
744,9,220,0.03947660827824684
745,9,225,0.025536304829823275
746,9,230,0.01544357341974123
747,9,235,0.024020122516309583
748,9,240,0.02177608672376008
749,9,245,0.027052739931991865
750,9,250,0.01907847792671602
751,9,255,0.05020268252922533
752,9,260,0.030460811926822706
753,9,265,0.03477916391294633
754,9,270,0.036966268322291884
755,9,275,0.02948516569434989
756,9,280,0.045304378225705766
757,9,285,0.025730350108518762
758,9,290,0.03732892557665102
759,9,295,0.025041956673399146
760,9,300,0.031280500916078924
761,9,305,0.016994859871003798
762,9,310,0.020976280420857196
763,9,315,0.0170295788757292
764,9,320,0.021752915411577756
765,9,325,0.003856086315074392
766,9,330,0.001891284537081872
767,9,335,-0.0011194368341687078
768,9,340,-0.01907068649600907
769,9,345,-0.017744138973495804
770,9,350,-0.010062495372287317
771,9,355,3.4712808726689026e-05
772,9,360,-0.002162159474220049
773,9,365,0.01025394459885176
774,9,370,-0.004032227323267468
775,9,375,-0.0071564745282748365
776,9,380,-0.014172777611146659
777,9,385,-0.008358942080098353
778,9,390,-0.003647133051229101
779,9,395,0.0
780,10,10,0.039928975779393805
781,10,15,0.08362064522106316
782,10,20,0.026272311623116607
783,10,25,0.07238138055033072
784,10,30,0.08733971241563965
785,10,35,0.08064829586368893
786,10,40,0.09528149737017799
787,10,45,0.09425156465920781
788,10,50,0.054421548750267834
789,10,55,0.10187147683663189
790,10,60,0.06389801003444617
791,10,65,0.031559829685724794
792,10,70,-0.004149357230972206
793,10,75,0.03390390114441022
794,10,80,-0.002788874267109165
795,10,85,0.17073732140947595
796,10,90,0.10303076610407824
797,10,95,0.08123974197233352
798,10,100,0.09792055792120247
799,10,105,0.10800247648910954
800,10,110,0.08620818991705848
801,10,115,0.05821681967371706
802,10,120,0.07286133575885823
803,10,125,0.08306636981160431
804,10,130,0.0752276781052631
805,10,135,0.0900510252915353
806,10,140,0.10271663641504236
807,10,145,0.1158796663737437
808,10,150,0.1136576166782578
809,10,155,0.056454939768454726
810,10,160,0.10698113768776307
811,10,165,0.10761249019711283
812,10,170,0.10327958014689431
813,10,175,0.08111586660017955
814,10,180,0.07323457511801923
815,10,185,0.0838500732373827
816,10,190,0.09113405293980048
817,10,195,0.07209883745573642
818,10,200,0.06827487314444014
819,10,205,0.06979971805492036
820,10,210,0.07526969876967804
821,10,215,0.07615359808659505
822,10,220,0.07240039285225097
823,10,225,0.08082002802732824
824,10,230,0.08152808273021472
825,10,235,0.07210808541404334
826,10,240,0.0789770155360825
827,10,245,0.09163264123834602
828,10,250,0.06954428099180954
829,10,255,0.09122034335043139
830,10,260,0.08306571926611683
831,10,265,0.09298056985690784
832,10,270,0.08988001783419242
833,10,275,0.09093616433876728
834,10,280,0.10725932602800337
835,10,285,0.08240861679693845
836,10,290,0.09359863917580535
837,10,295,0.09287982009297957
838,10,300,0.09581363667577991
839,10,305,0.08930117574361496
840,10,310,0.09613481483214137
841,10,315,0.07548882587920902
842,10,320,0.07832561302389573
843,10,325,0.03852223430450219
844,10,330,0.03967380242303142
845,10,335,0.05293483436720825
846,10,340,0.007568765129524646
847,10,345,0.008815498753458328
848,10,350,0.011928446241279866
849,10,355,0.01285987643519082
850,10,360,0.013958131725694045
851,10,365,0.08949282953950333
852,10,370,0.07038130942235044
853,10,375,0.09556771986377155
854,10,380,0.028312716135591276
855,10,385,0.016434564677450303
856,10,390,0.018382579948124533
857,10,395,0.0
858,11,10,-0.03247555818277481
859,11,15,0.20445997850276187
860,11,20,0.07261199530261142
861,11,25,0.05113482127862756
862,11,30,-0.006869106161255356
863,11,35,0.006393594816320847
864,11,40,-0.04575736629105964
865,11,45,-0.03120117080090712
866,11,50,-0.014410355181708523
867,11,55,0.009977483397570097
868,11,60,-0.01569884719360315
869,11,65,0.008019604549559856
870,11,70,-0.0001754933929618563
871,11,75,0.004882989075347788
872,11,80,-0.0012451645724429472
873,11,85,0.021748369120323963
874,11,90,0.0316415681548039
875,11,95,0.007203150485464382
876,11,100,0.012818946699478806
877,11,105,0.003721843725023821
878,11,110,0.0037106311662001845
879,11,115,0.009063793998985381
880,11,120,0.027361822571352112
881,11,125,0.015997735123304935
882,11,130,0.025719704746052452
883,11,135,0.00892317993852254
884,11,140,0.01721772345936201
885,11,145,-0.003838570004830122
886,11,150,0.0011815599406193034
887,11,155,-0.0007878817141856453
888,11,160,0.01565462036870502
889,11,165,0.021937225625946244
890,11,170,0.012508818641552732
891,11,175,-0.004983426603551999
892,11,180,-0.0034508322644427603
893,11,185,0.0048070500776205005
894,11,190,0.005298369000945824
895,11,195,-0.01886031286843093
896,11,200,-0.02199548238330684
897,11,205,-0.018319707820504405
898,11,210,-0.02553005582012735
899,11,215,-0.02419205144825254
900,11,220,-0.02227909897584668
901,11,225,-0.02666631681949161
902,11,230,-0.015147156728541722
903,11,235,-0.03848824696775355
904,11,240,-0.027954096624731473
