,subject,alpha_pos,alpha_neg,alpha_unchosen,beta,lbound,bound_range,LL,Confidence Distance,hbound
36,46750.0,0.0,0.4806161916207717,9.654881144327556e-06,19.77872733391587,1.0,0.7352721311873879,279.6561104826365,1.2799880152624572,3.9410885247495515
37,46756.0,0.08649673999161803,0.0009566409494927887,0.12252453520609106,31.87404933694171,1.918041123859301,0.3413046921329967,353.56765180842774,0.7516814030572186,2.9699281492470586
38,46792.0,0.49907366633197675,0.5068014594566621,0.4539448061549475,23.888574645118066,1.0,0.9853634324540929,65.69064831147494,0.33601769232433326,4.941453729816372
39,46822.0,0.4953633271265746,1.0,1.0,0.08875023814342357,1.3996201650221218,0.8707741347655409,28796.631543823474,0.4503645472885185,4.534737800652285
40,46828.0,0.4201377414555156,0.470665935369332,0.3797596280692135,5.325677168888321,1.3699454063522225,1.0,101.37955387448716,0.5619821173276803,5.0
41,46912.0,0.23414525541527748,0.8694064952292512,0.06487908588777933,9.687873055996375,1.2066125503727723,0.7088239820398323,95.39932356744241,0.3920164812209426,3.895456547837468
42,46915.0,0.25952388111232183,0.3004537436968867,0.24184660457081544,12.549754517686042,1.4798498440585672,0.760720445776821,105.88300712982048,0.32612823459219753,4.15770003988768
43,46927.0,0.9510722444403044,0.9528751759696781,0.867760479533409,100.0,2.434674832365195,0.9292339866842806,720.8897632119845,0.363606431787183,4.818462165028006
44,47008.0,0.15660394437442715,0.3570530146680878,0.14779915162118776,9.699420650714758,1.0,0.9801240819227076,239.34506247359838,0.47462466150793015,4.920496327690831
45,47182.0,0.7625586936719061,0.79973297205258,0.6460262522507825,16.062634527586596,1.9735373187838714,0.8167892822857046,76.43145015451856,0.255765249599183,4.445519600038862
46,47269.0,0.4268868608487099,0.3622248666806074,1.0,0.4228931096601814,2.0679921223444775,0.7618510007877576,3902.4632745141084,0.870781708743782,4.301745258253927
47,47284.0,0.5450985375129903,0.9530511089102267,0.11477117845362891,18.989156454178083,2.623819175656009,0.7619489130378091,96.31451829241877,0.3946487187772732,4.434347571946198
48,47317.0,0.2990576084982361,0.0,0.0,8.60085820326801,2.5259686227425004,1.0,278.60406579002097,0.14674497907839965,5.0
49,47431.0,0.5767009426219306,0.5917501915430584,0.47774863495766445,7.280328819232232,1.58103607549699,1.0,137.75991390716405,0.7180163685667776,5.0
50,47470.0,0.6746290637455046,0.6949705804781215,0.4406971550837534,8.853235613162962,4.638616088750583,0.6253011954350756,64.87815566083555,0.05754512929506053,4.8645898804658465
51,47737.0,0.518228093249669,1.0,0.41977838077233137,1.7358394553600616,1.0,0.7356163429418835,166.59977955339124,1.331686967765244,3.942465371767534
52,47740.0,0.20635063063631626,0.19988321232462425,0.21278437801373296,4.723558320585033,1.261835562717851,1.0,222.57393455697428,1.8475406467851838,5.0
53,47743.0,0.5961340470104387,0.6168924225729067,0.5570226907441361,22.788621772503458,1.6105279267416486,0.8747150233143048,90.3652839163307,1.0156035482817287,4.575350070325013
