subject,alpha,beta,lbound,bound_range,LL,Confindence Distance,hbound
46489.0,0.0,3.207509803384277,4.420007392702246,0.6205443760550524,277.2588722239781,0.8516326483472851,4.779918543314373
46522.0,1.0,14.774349646556452,1.1236535634624636,0.5924043250829846,109.52050153065804,0.4305465750275024,3.420017957987315
46552.0,0.979108754767575,29.657657765159755,1.3615976928523554,0.9812115444341785,46.81433294406436,0.4308249660505589,4.931640039921573
46555.0,0.3578103386540843,8.431354473706556,1.0,0.6711116055391084,170.36236701461016,0.5661169516052627,3.6844464221564337
46573.0,0.8807398334608415,17.044333117889305,1.4273783977685977,0.8208653761035214,54.061258193998604,0.49149367555166507,4.360019772959843
46591.0,0.7242702296053797,10.079238346883946,1.0878668002509504,0.9962846094869843,148.5691258719291,0.4511781040756687,4.985464897423999
46633.0,1.0,6.824406875219276,4.2442282161286435,0.4881004357153929,237.47863121489542,0.6577949155915843,4.613120753137652
46672.0,0.9486120733797956,9.554586112793448,1.0,0.8671979014900131,73.07941999189859,0.3682028057214915,4.468791605960052
46687.0,0.44784037019732775,10.995745482948669,3.251215570125181,0.980465438902777,180.3323203723595,0.7278632240132435,4.965838263708738
46702.0,0.30679054098271713,36.74645947934083,4.193264973150989,0.8444428150526088,187.90338996634426,0.41253922171545304,4.87450657022491
46729.0,0.8121569755820521,15.59900334482712,1.0,0.9583272694581948,94.01889354795044,0.5941889099520763,4.833309077832779
46750.0,1.0,1.262493194733741,1.0,0.6867661976576158,239.6797827954415,1.4425817521720734,3.7470647906304633
46756.0,0.09537686896510998,11.497108705879187,1.0,0.7308849313943763,236.99253014593566,0.8182662687689531,3.923539725577505
46792.0,0.7001251434537894,34.9750887409121,1.0,0.9844319282706934,69.51569161567694,0.4840957117645485,4.937727713082774
46822.0,0.5346537387289902,29.502322282857918,1.6301096518663842,0.763045638354138,212.62474875103493,1.2660064220372593,4.201489783741447
46828.0,0.5447125627139457,21.263693462643932,1.9738309442888529,0.8788311169962366,78.34783956431326,0.6762304967778074,4.633322475738927
46912.0,0.4724372507984602,32.2732828486015,1.3714713746922935,0.6287269103913985,66.88174981595799,0.46258069926271395,3.6528249665487564
46915.0,0.5948146297581377,15.91790627332392,1.1368100766833076,0.7999092905641104,77.08919290540742,0.4969114483781574,4.227011587557984
46927.0,1.0,41.40071074763838,2.71267143855922,0.9279733324784571,129.68465303610634,0.39878477405172347,4.835251346192576
47008.0,0.33701475836591216,43.802355428400716,1.0,0.8971274169273771,146.08333670066003,1.2421951691515871,4.588509667709508
47182.0,0.9593638425589885,19.57842574257585,2.025020525889959,0.824778423280265,72.89402803147568,0.2746757049503589,4.478719405837591
47269.0,0.4437481988907495,16.499920438644804,1.5834305185622226,0.7885819261982677,93.740534580094,0.9607755940425574,4.277675461224642
47284.0,0.7787420408895059,25.024219942465347,2.5929139843879216,0.7666065612485474,92.68577431648751,0.4050463687819814,4.438201917445764
47317.0,0.27581757996129574,100.0,3.4391675314517927,0.23941871591007205,190.08397138047707,0.158082248699887,3.8128600368223524
47431.0,0.682269963673253,15.338440280596304,2.0847305097826863,0.9151190649754178,149.6288106001769,0.7842253980684453,4.7525491998217175
47470.0,0.7056793731227969,16.49147117655662,4.66278859863357,0.5823693128086259,64.38418468192941,0.0577180056391147,4.8591701707185715
47737.0,1.0,11.998195282080196,1.539702132435237,0.5207103076462035,125.0877390737086,1.4598545761845458,3.3415148996023865
47740.0,0.4172681021850544,4.6856453711093895,1.2315043154147727,1.0,217.38712861967014,1.8891544283077757,5.0
47743.0,0.833657405186368,24.086502684177944,3.2518857186336825,0.7665672673669021,119.05169403041673,1.2887275694540343,4.591932906345717
