subject,alpha,beta,lbound,bound_range,LL,Confindence Distance,hbound
45628.0,1.0,13.259434141358216,4.606819614772689,0.22129331321450205,139.03314295161164,0.7744561135546995,4.693827804910595
45640.0,0.003908108194130021,100.0,3.9683314922249338,1.0,275.68121334349826,0.4105374159204155,5.0
45664.0,0.001108313712244731,100.0,1.2701279515724773,1.0,275.198526811977,1.5363888489959547,5.0
45682.0,0.6585645789740681,57.058448761996104,2.026064252840128,0.6939358872424835,453.48102293034634,0.7059342687635742,4.089784994147651
45745.0,1.0,7.876814691813898,4.041896461222699,1.0,190.56601108212763,0.43745746344694625,5.0
45760.0,0.7479696546918297,23.764475883303827,1.0,0.9273040230646759,82.89227113768897,0.5333286871664388,4.709216092258703
45763.0,0.9000321860191243,11.528008642935225,2.346941491676396,0.9373327613916397,69.63227506007811,0.9504950447315627,4.833740149416944
45805.0,0.945847247315798,5.262074179646485,4.643275915302212,1.0,212.43680402089777,0.24586362883939292,5.0
45829.0,1.0,14.589953799087922,1.3312028282177273,0.8328613432418466,112.31523088380166,0.7429016047625765,4.386802168790198
45964.0,0.4867028196138881,29.9461173871458,1.7942864227238837,0.7656502168600663,164.94738051121988,0.7725053796824897,4.248741718356601
46024.0,0.4563661527423903,54.678110781879994,3.6948239761773425,0.7375595373013532,123.04703113783961,0.31549057814049514,4.657469000404801
46057.0,0.7848933425649498,10.488983197526752,1.0,0.8080258750249038,101.65669386560509,1.1924047036151435,4.2321035000996154
46072.0,0.4559103517278042,16.756912040450572,1.0,0.799587109277772,136.4602601258053,0.7945655353080235,4.198348437111088
46102.0,0.6579040151341633,10.597286086449838,2.4410597065358774,0.8558854524259151,281.5825311013745,1.1077272081636023,4.6312194773383215
46114.0,0.734239465585982,5.9778787617999,2.8109975748993796,0.8624603843441639,150.02469636143488,0.34126092806894853,4.698925447781967
46159.0,0.6979804568548501,8.78003818104936,1.0,0.9740820520337887,109.89580973661478,0.46015343747244275,4.896328208135155
46180.0,0.7508945566167261,13.007223139322516,2.727073658934419,0.8611154570956329,265.2031204083147,1.3346219132303618,4.6843256640658115
46198.0,0.8029585371739942,16.960612794230514,1.3408056593212332,0.8898906967502501,69.07435155411473,1.274895655418903,4.5970886606924335
46255.0,1.0,1.2465549408010141,1.0,0.9875081123536578,234.3563119827843,0.3203149563139357,4.950032449414631
46330.0,1.0,7.431514363791875,2.559280228621552,0.8313200915795181,82.55277270839662,0.5162467339739817,4.588299612483824
46357.0,0.0051790378654241204,53.66669855630718,4.16028987947009,1.0,275.7515919283412,0.5576039474631753,5.0
46384.0,1.0,1.5865082143486797,2.140263638304789,1.0,218.00552544767584,0.40987530034439557,5.0
46450.0,0.016957806205662767,30.172324811078038,1.0835100223383578,1.0,259.7816849333344,1.4737267034770993,5.0
46471.0,1.0,15.118478314057121,1.3676656204361037,0.7460732417999473,92.57716014618435,1.7609807131760724,4.07765310629874
46486.0,0.4472471605006036,18.512434292721263,1.0,0.6447146638167756,108.65348791083585,0.6959900116360933,3.5788586552671022
