,noise_var,perf,metai,QSR,QSR_scaled,subject
0,0.0,0.79,0.6745773221654074,1.0,1.0,46591
1,0.13793103448275862,0.76,0.6745773221654074,0.9989016520162632,0.9989016520162632,46591
2,0.27586206896551724,0.7475,0.6745773221654074,0.995559400252251,0.995559400252251,46591
3,0.41379310344827586,0.7675,0.6745773221654074,0.9895136809404137,0.9895136809404137,46591
4,0.5517241379310345,0.7775,0.6745773221654074,0.9806538050651942,0.9806538050651942,46591
5,0.6896551724137931,0.745,0.6745773221654074,0.9707168517445007,0.9708889800333379,46591
6,0.8275862068965517,0.7725,0.593907673985004,0.951161034736806,0.9531363991771846,46591
7,0.9655172413793103,0.725,0.521534316567385,0.9375492717995527,0.94184741668801,46591
8,1.103448275862069,0.8175,0.48710133990019944,0.9268424758487248,0.9344526133769276,46591
9,1.2413793103448276,0.6375,0.33573132470255285,0.8975665134635173,0.9129354759898872,46591
10,1.3793103448275863,0.7725,0.3373866102307179,0.8740273533731906,0.9087778197645461,46591
11,1.5172413793103448,0.79,0.22605605457097883,0.8615136899144666,0.8960501367064682,46591
12,1.6551724137931034,0.72,0.13935746094416457,0.8183055254187743,0.8784270434937749,46591
13,1.793103448275862,0.82,0.11874215759331641,0.7991387630954552,0.8755185478640236,46591
14,1.9310344827586206,0.6775,0.03235412534307791,0.7358566717881835,0.8580328503803227,46591
15,2.0689655172413794,0.615,0.027463677085050486,0.7078280972049367,0.85575829543592,46591
16,2.206896551724138,0.5975,0.06797346575828667,0.7057969568872358,0.8613017124493801,46591
17,2.3448275862068964,0.8375,0.06477800067816408,0.718100144515948,0.8602590343581289,46591
18,2.4827586206896552,0.685,0.010456196434218024,0.6235613817368313,0.8539937879564266,46591
19,2.6206896551724137,0.5775,0.0384300808679201,0.6148299421059544,0.8540372627960257,46591
20,2.7586206896551726,0.525,0.012703781556079763,0.5447756594339938,0.8539593512280812,46591
21,2.896551724137931,0.5475,0.011027066691925658,0.5834421960480933,0.8539794482346112,46591
22,3.0344827586206895,0.765,0.08081007042872246,0.44355680421734467,0.8539628303492768,46591
23,3.1724137931034484,0.5125,0.03605474491363592,0.3829858040380859,0.8539232194929288,46591
24,3.310344827586207,0.6275,0.01812584233144965,0.32787606803862557,0.8538658242501478,46591
25,3.4482758620689653,0.5175,0.025898491690252046,0.2750610747749116,0.8538438278258448,46591
26,3.586206896551724,0.495,0.03815147244214867,0.2693845366552421,0.8538286734870791,46591
27,3.7241379310344827,0.49,0.04634279765751781,0.1287639961386503,0.8537900191253674,46591
28,3.862068965517241,0.5175,0.05444352110933337,0.08092744720437783,0.8537749354528955,46591
29,4.0,0.5075,0.04249263525057523,0.02466880705109642,0.8537500194793379,46591
