,noise_var,perf,metai,QSR,QSR_scaled,subject
0,0.0,0.6925,0.7691928290130138,1.0,1.0,47740
1,0.13793103448275862,0.71,0.7691928290130138,0.9989934458012324,0.9989934458012324,47740
2,0.27586206896551724,0.67,0.7691928290130138,0.9951572383425025,0.9951572383425025,47740
3,0.41379310344827586,0.6075,0.7691928290130138,0.9889828200125592,0.9889828200125592,47740
4,0.5517241379310345,0.7525,0.7691928290130138,0.9819760452431511,0.9819760452431511,47740
5,0.6896551724137931,0.6475,0.7520626972743081,0.9726408778211864,0.9726408778211864,47740
6,0.8275862068965517,0.6375,0.6975643378750818,0.9606521462096164,0.960682187838586,47740
7,0.9655172413793103,0.77,0.6357414120741353,0.9420286662627171,0.9432865613041855,47740
8,1.103448275862069,0.6675,0.47113198563339836,0.9146862269042784,0.9191307191637805,47740
9,1.2413793103448276,0.7375,0.44891823933161,0.9068779386538437,0.914533573998708,47740
10,1.3793103448275863,0.59,0.39923238190093663,0.8863531883099698,0.9016319700110905,47740
11,1.5172413793103448,0.615,0.3115652949424862,0.8646309261536057,0.8880503424213184,47740
12,1.6551724137931034,0.7425,0.16227105637874562,0.8130650434805604,0.8572978041149794,47740
13,1.793103448275862,0.795,0.1756223316393669,0.800382619573697,0.8556676254826695,47740
14,1.9310344827586206,0.5575,0.11399563665441281,0.7673107937914541,0.8481232790543577,47740
15,2.0689655172413794,0.5475,0.04628519141090004,0.7095970521636996,0.8306123039632407,47740
16,2.206896551724138,0.55,0.05581157991996499,0.6966407390373688,0.8314087413186529,47740
17,2.3448275862068964,0.7925,0.0314011869420201,0.6584123180132024,0.8263099705632224,47740
18,2.4827586206896552,0.5475,0.043007046225564394,0.6052360288296572,0.8256804107849233,47740
19,2.6206896551724137,0.775,0.04452004271256882,0.5651006920145143,0.825574842053592,47740
20,2.7586206896551726,0.4625,0.03311537011220078,0.5578215170507475,0.8255433121295427,47740
21,2.896551724137931,0.5475,0.044826961757149175,0.507853658345726,0.825570633012016,47740
22,3.0344827586206895,0.5075,0.020034323186561842,0.4972118657923198,0.8255394964004593,47740
23,3.1724137931034484,0.625,0.04338473691433664,0.3618302642360748,0.8254446916004681,47740
24,3.310344827586207,0.72,0.03681260320647517,0.37060097626694566,0.8254646380687946,47740
25,3.4482758620689653,0.5125,0.0491694780675106,0.316781901850024,0.8253745020378838,47740
26,3.586206896551724,0.74,0.05461520193443892,0.24196194192038656,0.825384842518204,47740
27,3.7241379310344827,0.535,0.0675995673002705,0.16868369458907284,0.825293086648427,47740
28,3.862068965517241,0.4825,0.04040699475950438,0.147068824015804,0.8253755489094748,47740
29,4.0,0.49,0.07150057048566472,0.1716467529718052,0.8252940482532861,47740
