,noise_var,perf,metai,QSR,QSR_scaled,subject
0,0.0,0.765,0.5505418438054374,1.0,1.0,46822
1,0.13793103448275862,0.87,0.5505418438054374,0.9986957452656346,0.9986957452656346,46822
2,0.27586206896551724,0.7275,0.5505418438054374,0.9948269828760986,0.9948269828760986,46822
3,0.41379310344827586,0.6975,0.5505418438054374,0.9889495226782931,0.9889800525724934,46822
4,0.5517241379310345,0.77,0.5505418438054374,0.9804616998836382,0.9806621563990121,46822
5,0.6896551724137931,0.725,0.5381273382963283,0.9702472500565061,0.9713488642503291,46822
6,0.8275862068965517,0.77,0.48210469360804364,0.955527769248561,0.9593461064376437,46822
7,0.9655172413793103,0.8,0.4082299702983621,0.9377455374532366,0.9466018770602769,46822
8,1.103448275862069,0.8125,0.3552816651203817,0.9257887553198713,0.9386168156789427,46822
9,1.2413793103448276,0.8225,0.30429124010219677,0.9086971399776933,0.930332983936059,46822
10,1.3793103448275863,0.6825,0.20542612892545575,0.8696444138190174,0.9159109726130561,46822
11,1.5172413793103448,0.8525,0.1843674970709958,0.8565005202562871,0.9149501104913778,46822
12,1.6551724137931034,0.6925,0.10482200258931107,0.8250029704820918,0.903843631648463,46822
13,1.793103448275862,0.6425,0.09447702758401533,0.8035554294815651,0.9012369606554833,46822
14,1.9310344827586206,0.85,0.07293129333927173,0.787964516477118,0.8997732177206107,46822
15,2.0689655172413794,0.6975,0.06261806465362596,0.7359084481307525,0.893093214112536,46822
16,2.206896551724138,0.62,0.0359208687521807,0.7141111937923675,0.8903384240976415,46822
17,2.3448275862068964,0.66,0.024521462806301075,0.6565194004901583,0.8892758381813062,46822
18,2.4827586206896552,0.69,0.025830434102093403,0.574314357255129,0.8887495526383886,46822
19,2.6206896551724137,0.5725,0.02974623457642256,0.598891522953433,0.8888412466623771,46822
20,2.7586206896551726,0.6025,0.005525191205569269,0.5720821081076857,0.8887375667752522,46822
21,2.896551724137931,0.5975,0.031531641215164385,0.44279769630858345,0.8887235153535409,46822
22,3.0344827586206895,0.555,0.04148456869492201,0.48326368174101997,0.8887187308794212,46822
23,3.1724137931034484,0.5175,0.023269037628614653,0.4605085657777852,0.8887225331424994,46822
24,3.310344827586207,0.5925,0.027384461696860707,0.29640826760437267,0.8886749913075584,46822
25,3.4482758620689653,0.4775,0.03352794488411537,0.21799343937021154,0.8886447389937321,46822
26,3.586206896551724,0.565,0.01619145811907774,0.2078825093275236,0.888670686004658,46822
27,3.7241379310344827,0.715,0.03550031013657706,0.2616078966638493,0.8886404549171416,46822
28,3.862068965517241,0.5175,0.025194375930991608,0.10908633826719538,0.8886365556478646,46822
29,4.0,0.4725,0.03719526709608978,0.1145270399821825,0.8886441226977995,46822
